sid,Value,age,dialect,trial_type,item,group,variant,clause1voice,clause2voice,mismatch,clause1,clause2,sentence
15,4,51,American English,experimental,20,B,[A ← P],active,passive,TRUE,After Sally did previously,the house was photographed by Jill,After Sally did previously%2C the house was photographed by Jill.
15,5,51,American English,filler,2,B,upper-bound elliptical,NA,NA,NA,,,The thief was arrested and his brother was as well.
15,3,51,American English,filler,38,B,lower-bound non-elliptical,NA,NA,NA,,,Whose didn't you get email?
15,4,51,American English,experimental,16,B,[A ← P],active,passive,TRUE,After the Germans did previously,the volleyball team was beaten by the Cubans,After the Germans did previously%2C the volleyball team was beaten by the Cubans.
15,5,51,American English,filler,3,B,upper-bound elliptical,NA,NA,NA,,,I wish I knew where the remote control is%2C but I don't.
15,2,51,American English,filler,42,B,lower-bound non-elliptical,NA,NA,NA,,,Claire isn't as fast anymore as the reporter remembers who was five years ago.
15,3,51,American English,experimental,21,B,[P ← A],passive,active,TRUE,After the 200 meter one was previously,Phelps broke the 400 meter record,After the 200 meter one was previously%2C Phelps broke the 400 meter record.
15,5,51,American English,filler,27,B,upper-bound non-elliptical,NA,NA,NA,,,Stop me when my time is up!
15,5,51,American English,filler,1,B,upper-bound elliptical,NA,NA,NA,,,The reporter claimed that the decision wasn't made by the president%2C even though it most definitely was.
15,4,51,American English,experimental,7,B,[P ← P],passive,passive,FALSE,Before her sisters were,Susan was offered a loan by the bank,Before her sisters were%2C Susan was offered a loan by the bank.
15,5,51,American English,filler,29,B,upper-bound non-elliptical,NA,NA,NA,,,Good coaches know which players play well under pressure.
15,2,51,American English,filler,40,B,lower-bound non-elliptical,NA,NA,NA,,,What did you meet a janitor that hates?
15,3,51,American English,experimental,1,B,[P ← A],passive,active,TRUE,Before her sister was,Mary’s father scolded her,Before her sister was%2C Mary’s father scolded her.
15,3,51,American English,filler,20,B,lower-bound elliptical,NA,NA,NA,,,Does he understand why and who didn't?
15,3,51,American English,filler,13,B,lower-bound elliptical,NA,NA,NA,,,A proof that God exists doesn't.
15,3,51,American English,experimental,17,B,[P ← A],passive,active,TRUE,After the lead singer herself was earlier,the audience booed the guitarist,After the lead singer herself was earlier%2C the audience booed the guitarist.
15,4,51,American English,filler,23,B,lower-bound elliptical,NA,NA,NA,,,Joe was murdered%2C but we don't know who.
15,5,51,American English,filler,8,B,upper-bound elliptical,NA,NA,NA,,,Somebody else should take out the garbage because I can't today.
15,4,51,American English,experimental,23,B,[P ← P],passive,passive,FALSE,After the records office was previously,the library was called by the department head,After the records office was previously%2C the library was called by the department head.
15,2,51,American English,filler,48,B,lower-bound non-elliptical,NA,NA,NA,,,The author wasn't sure who she heard who ran into.
15,5,51,American English,filler,11,B,upper-bound elliptical,NA,NA,NA,,,John knew he would fall asleep eventually%2C but he didn't know when.
15,4,51,American English,experimental,2,B,[A ← A],active,active,FALSE,Before the lawyer did,the judge read the report first,Before the lawyer did%2C the judge read the report first.
15,5,51,American English,filler,28,B,upper-bound non-elliptical,NA,NA,NA,,,Sometimes Susan has a hard time keeping up in class.
15,2,51,American English,filler,37,B,lower-bound non-elliptical,NA,NA,NA,,,If it hasn't dark%2C it is easier to saw pedestrians.
15,4,51,American English,experimental,3,B,[P ← P],passive,passive,FALSE,Before the policeman was,the fireman was first praised by the Mayor,Before the policeman was%2C the fireman was first praised by the Mayor.
15,2,51,American English,filler,44,B,lower-bound non-elliptical,NA,NA,NA,,,The man wondered whether is worth reading what for him.
15,5,51,American English,filler,36,B,upper-bound non-elliptical,NA,NA,NA,,,You enjoy Action TV shows while I prefer documentaries.
15,4,51,American English,experimental,24,B,[A ← P],active,passive,TRUE,After the professor did already,the local writers were criticized by Tom,After the professor did already%2C the local writers were criticized by Tom.
15,5,51,American English,filler,25,B,upper-bound non-elliptical,NA,NA,NA,,,I can't hear the announcement but I don't care.
15,2,51,American English,filler,47,B,lower-bound non-elliptical,NA,NA,NA,,,Don't do what he who doesn't hasn't yet been done.
15,2,51,American English,experimental,13,B,[P ← A],passive,active,TRUE,After Jill was already,Bill pushed the new girl again,After Jill was already%2C Bill pushed the new girl again.
15,5,51,American English,filler,26,B,upper-bound non-elliptical,NA,NA,NA,,,Since you're not answering my question%2C I will assume that you don't know the answer.
15,2,51,American English,filler,24,B,lower-bound elliptical,NA,NA,NA,,,Hailey melted the copper vase%2C and the magnesium one did%2C too.
15,4,51,American English,experimental,15,B,[P ← P],passive,passive,FALSE,After the CEO was on Monday,the accountant was investigated by the IRS on Tuesday,After the CEO was on Monday%2C the accountant was investigated by the IRS on Tuesday.
15,5,51,American English,filler,10,B,upper-bound elliptical,NA,NA,NA,,,If you really want to%2C we can get some ice cream on the way.
15,4,51,American English,filler,17,B,lower-bound elliptical,NA,NA,NA,,,Most people can't lift heavy rocks%2C but I know a guy who can and bend a crowbar%2C too.
15,5,51,American English,experimental,14,B,[A ← A],active,active,FALSE,After Immigration did previously,Customs questioned the student,After Immigration did previously%2C Customs questioned the student.
15,2,51,American English,filler,41,B,lower-bound non-elliptical,NA,NA,NA,,,The police found the painting that the journalist claimed who stole.
15,4,51,American English,filler,43,B,lower-bound non-elliptical,NA,NA,NA,,,Who did the press secretary ask a question before we interviewed?
15,5,51,American English,experimental,6,B,[A ← A],active,active,FALSE,Before her French aunt did,Mary’s French grandmother gave her French classes,Before her French aunt did%2C Mary’s French grandmother gave her French classes.
12,4,20,American English,filler,7,B,upper-bound elliptical,NA,NA,NA,,,Your son was worried that you'll be angry so I told him you won't.
12,2,20,American English,filler,44,B,lower-bound non-elliptical,NA,NA,NA,,,The man wondered whether is worth reading what for him.
12,4,20,American English,experimental,2,B,[A ← A],active,active,FALSE,Before the lawyer did,the judge read the report first,Before the lawyer did%2C the judge read the report first.
12,5,20,American English,filler,28,B,upper-bound non-elliptical,NA,NA,NA,,,Sometimes Susan has a hard time keeping up in class.
12,3,20,American English,filler,20,B,lower-bound elliptical,NA,NA,NA,,,Does he understand why and who didn't?
12,2,20,American English,experimental,17,B,[P ← A],passive,active,TRUE,After the lead singer herself was earlier,the audience booed the guitarist,After the lead singer herself was earlier%2C the audience booed the guitarist.
12,5,20,American English,filler,4,B,upper-bound elliptical,NA,NA,NA,,,Some guests brought drinks to the party although they didn't have to.
12,2,20,American English,filler,19,B,lower-bound elliptical,NA,NA,NA,,,I know why it happened but it wasn't.
12,4,20,American English,experimental,18,B,[A ← A],active,active,FALSE,After the buyer did already,the seller criticized the table,After the buyer did already%2C the seller criticized the table.
12,5,20,American English,filler,31,B,upper-bound non-elliptical,NA,NA,NA,,,The soccer player was happy with his performance.
12,4,20,American English,filler,6,B,upper-bound elliptical,NA,NA,NA,,,This is fascinating%2C it really is.
12,4,20,American English,experimental,12,B,[A ← P],active,passive,TRUE,Before the insurance company did,the doctor was blamed by the child’s parents,Before the insurance company did%2C the doctor was blamed by the child’s parents.
12,5,20,American English,filler,25,B,upper-bound non-elliptical,NA,NA,NA,,,I can't hear the announcement but I don't care.
12,4,20,American English,filler,14,B,lower-bound elliptical,NA,NA,NA,,,Even in areas where tap water is potable%2C one shouldn't.
12,4,20,American English,experimental,5,B,[P ← A],passive,active,TRUE,Before the Teaching Assistant was,the old schoolmaster praised the student,Before the Teaching Assistant was%2C the old schoolmaster praised the student.
12,5,20,American English,filler,47,B,lower-bound non-elliptical,NA,NA,NA,,,Don't do what he who doesn't hasn't yet been done.
12,1,20,American English,filler,37,B,lower-bound non-elliptical,NA,NA,NA,,,If it hasn't dark%2C it is easier to saw pedestrians.
12,3,20,American English,experimental,9,B,[P ← A],passive,active,TRUE,Before the metal workers were,the local business exploited the autoworkers,Before the metal workers were%2C the local business exploited the autoworkers.
12,4,20,American English,filler,21,B,lower-bound elliptical,NA,NA,NA,,,Betsy did after Peter went to the store.
12,2,20,American English,filler,39,B,lower-bound non-elliptical,NA,NA,NA,,,Most photographers forget whose they took picture within a day.
12,3,20,American English,experimental,22,B,[A ← A],active,active,FALSE,After Sandra did already,Kate revealed the secret recipe,After Sandra did already%2C Kate revealed the secret recipe.
12,5,20,American English,filler,8,B,upper-bound elliptical,NA,NA,NA,,,Somebody else should take out the garbage because I can't today.
12,2,20,American English,filler,13,B,lower-bound elliptical,NA,NA,NA,,,A proof that God exists doesn't.
12,3,20,American English,experimental,16,B,[A ← P],active,passive,TRUE,After the Germans did previously,the volleyball team was beaten by the Cubans,After the Germans did previously%2C the volleyball team was beaten by the Cubans.
12,5,20,American English,filler,32,B,upper-bound non-elliptical,NA,NA,NA,,,The cellist made a mistake in her favorite piece.
12,5,20,American English,filler,33,B,upper-bound non-elliptical,NA,NA,NA,,,Most readers didn't expect the final plot twist.
12,2,20,American English,experimental,19,B,[P ← P],passive,passive,FALSE,After the appetizer was already,the dessert was praised by the customer,After the appetizer was already%2C the dessert was praised by the customer.
12,1,20,American English,filler,42,B,lower-bound non-elliptical,NA,NA,NA,,,Claire isn't as fast anymore as the reporter remembers who was five years ago.
12,1,20,American English,filler,46,B,lower-bound non-elliptical,NA,NA,NA,,,What do you wish that to buy would be no problem?
12,3,20,American English,experimental,11,B,[P ← P],passive,passive,FALSE,Before the witness was,the suspect was questioned by the police,Before the witness was%2C the suspect was questioned by the police.
12,5,20,American English,filler,36,B,upper-bound non-elliptical,NA,NA,NA,,,You enjoy Action TV shows while I prefer documentaries.
12,3,20,American English,filler,48,B,lower-bound non-elliptical,NA,NA,NA,,,The author wasn't sure who she heard who ran into.
12,4,20,American English,experimental,14,B,[A ← A],active,active,FALSE,After Immigration did previously,Customs questioned the student,After Immigration did previously%2C Customs questioned the student.
12,2,20,American English,filler,24,B,lower-bound elliptical,NA,NA,NA,,,Hailey melted the copper vase%2C and the magnesium one did%2C too.
12,5,20,American English,filler,43,B,lower-bound non-elliptical,NA,NA,NA,,,Who did the press secretary ask a question before we interviewed?
12,4,20,American English,experimental,13,B,[P ← A],passive,active,TRUE,After Jill was already,Bill pushed the new girl again,After Jill was already%2C Bill pushed the new girl again.
12,3,20,American English,filler,22,B,lower-bound elliptical,NA,NA,NA,,,That Harry is a fool bothers Dick%2C and that Bill is a fool Sam.
12,4,20,American English,filler,26,B,upper-bound non-elliptical,NA,NA,NA,,,Since you're not answering my question%2C I will assume that you don't know the answer.
12,3,20,American English,experimental,4,B,[A ← P],active,passive,TRUE,Before the announcer did,the winner was hugged by the talk-show host,Before the announcer did%2C the winner was hugged by the talk-show host.
12,2,20,American English,filler,23,B,lower-bound elliptical,NA,NA,NA,,,Joe was murdered%2C but we don't know who.
12,5,20,American English,filler,34,B,upper-bound non-elliptical,NA,NA,NA,,,Environmentally aware citizens recycle plastic bags.
12,3,20,American English,experimental,7,B,[P ← P],passive,passive,FALSE,Before her sisters were,Susan was offered a loan by the bank,Before her sisters were%2C Susan was offered a loan by the bank.
12,5,20,American English,filler,9,B,upper-bound elliptical,NA,NA,NA,,,Bob's always wanted to travel to Bolivia and now he finally did.
12,2,20,American English,filler,38,B,lower-bound non-elliptical,NA,NA,NA,,,Whose didn't you get email?
12,3,20,American English,experimental,1,B,[P ← A],passive,active,TRUE,Before her sister was,Mary’s father scolded her,Before her sister was%2C Mary’s father scolded her.
12,2,20,American English,filler,40,B,lower-bound non-elliptical,NA,NA,NA,,,What did you meet a janitor that hates?
12,2,20,American English,filler,17,B,lower-bound elliptical,NA,NA,NA,,,Most people can't lift heavy rocks%2C but I know a guy who can and bend a crowbar%2C too.
12,2,20,American English,experimental,21,B,[P ← A],passive,active,TRUE,After the 200 meter one was previously,Phelps broke the 400 meter record,After the 200 meter one was previously%2C Phelps broke the 400 meter record.
12,5,20,American English,filler,12,B,upper-bound elliptical,NA,NA,NA,,,Mr. Jones lost his wallet and he has no idea where.
12,5,20,American English,filler,29,B,upper-bound non-elliptical,NA,NA,NA,,,Good coaches know which players play well under pressure.
12,2,20,American English,experimental,23,B,[P ← P],passive,passive,FALSE,After the records office was previously,the library was called by the department head,After the records office was previously%2C the library was called by the department head.
12,5,20,American English,filler,3,B,upper-bound elliptical,NA,NA,NA,,,I wish I knew where the remote control is%2C but I don't.
12,5,20,American English,filler,5,B,upper-bound elliptical,NA,NA,NA,,,The lawyer became angry and he shouldn't have.
12,2,20,American English,experimental,15,B,[P ← P],passive,passive,FALSE,After the CEO was on Monday,the accountant was investigated by the IRS on Tuesday,After the CEO was on Monday%2C the accountant was investigated by the IRS on Tuesday.
12,5,20,American English,filler,30,B,upper-bound non-elliptical,NA,NA,NA,,,The older daughter taught her younger sister how to cook.
12,5,20,American English,filler,10,B,upper-bound elliptical,NA,NA,NA,,,If you really want to%2C we can get some ice cream on the way.
12,3,20,American English,experimental,10,B,[A ← A],active,active,FALSE,Before the TV networks did,the newspaper interviewed the Mayor,Before the TV networks did%2C the newspaper interviewed the Mayor.
12,5,20,American English,filler,11,B,upper-bound elliptical,NA,NA,NA,,,John knew he would fall asleep eventually%2C but he didn't know when.
12,2,20,American English,filler,18,B,lower-bound elliptical,NA,NA,NA,,,Kevin's diaper may be wet%2C but he won't.
12,4,20,American English,experimental,3,B,[P ← P],passive,passive,FALSE,Before the policeman was,the fireman was first praised by the Mayor,Before the policeman was%2C the fireman was first praised by the Mayor.
12,5,20,American English,filler,27,B,upper-bound non-elliptical,NA,NA,NA,,,Stop me when my time is up!
12,5,20,American English,filler,15,B,lower-bound elliptical,NA,NA,NA,,,Beth's mother invited more people to her wedding than were by Beth herself.
12,3,20,American English,experimental,6,B,[A ← A],active,active,FALSE,Before her French aunt did,Mary’s French grandmother gave her French classes,Before her French aunt did%2C Mary’s French grandmother gave her French classes.
12,2,20,American English,filler,41,B,lower-bound non-elliptical,NA,NA,NA,,,The police found the painting that the journalist claimed who stole.
12,5,20,American English,filler,2,B,upper-bound elliptical,NA,NA,NA,,,The thief was arrested and his brother was as well.
12,4,20,American English,experimental,20,B,[A ← P],active,passive,TRUE,After Sally did previously,the house was photographed by Jill,After Sally did previously%2C the house was photographed by Jill.
12,5,20,American English,filler,35,B,upper-bound non-elliptical,NA,NA,NA,,,Some people's handwriting is so bad that they can't read it themselves.
12,4,20,American English,filler,16,B,lower-bound elliptical,NA,NA,NA,,,Bill admires Sarah more than she is by anyone else.
12,3,20,American English,experimental,8,B,[A ← P],active,passive,TRUE,Before the lawyer did,the witness was surprised by the policeman’s question,Before the lawyer did%2C the witness was surprised by the policeman’s question.
12,5,20,American English,filler,1,B,upper-bound elliptical,NA,NA,NA,,,The reporter claimed that the decision wasn't made by the president%2C even though it most definitely was.
12,3,20,American English,filler,45,B,lower-bound non-elliptical,NA,NA,NA,,,The mechanic didn't know what the attempt to repair ultimately damaged the car.
12,4,20,American English,experimental,24,B,[A ← P],active,passive,TRUE,After the professor did already,the local writers were criticized by Tom,After the professor did already%2C the local writers were criticized by Tom.
7,2,80,American English,filler,41,D,lower-bound non-elliptical,NA,NA,NA,,,The police found the painting that the journalist claimed who stole.
7,1,80,American English,experimental,14,D,[A ← P],active,passive,TRUE,After Immigration did previously,the student was questioned by Customs,After Immigration did previously%2C the student was questioned by Customs.
7,3,80,American English,filler,37,D,lower-bound non-elliptical,NA,NA,NA,,,If it hasn't dark%2C it is easier to saw pedestrians.
7,2,80,American English,filler,15,D,lower-bound elliptical,NA,NA,NA,,,Beth's mother invited more people to her wedding than were by Beth herself.
7,2,80,American English,experimental,21,D,[P ← P],passive,passive,FALSE,After the 200 meter one was previously,the 400 meter record was broken by Phelps,After the 200 meter one was previously%2C the 400 meter record was broken by Phelps.
7,3,80,American English,filler,23,D,lower-bound elliptical,NA,NA,NA,,,Joe was murdered%2C but we don't know who.
7,4,80,American English,filler,16,D,lower-bound elliptical,NA,NA,NA,,,Bill admires Sarah more than she is by anyone else.
7,3,80,American English,experimental,6,D,[A ← P],active,passive,TRUE,Before her French aunt did,Mary was given French classes by her French grandmother,Before her French aunt did%2C Mary was given French classes by her French grandmother.
7,1,80,American English,filler,17,D,lower-bound elliptical,NA,NA,NA,,,Most people can't lift heavy rocks%2C but I know a guy who can and bend a crowbar%2C too.
7,1,80,American English,filler,25,D,upper-bound non-elliptical,NA,NA,NA,,,I can't hear the announcement but I don't care.
7,4,80,American English,experimental,15,D,[P ← A],passive,active,TRUE,After the CEO was on Monday,the IRS investigated the accountant on Tuesday,After the CEO was on Monday%2C the IRS investigated the accountant on Tuesday.
7,5,80,American English,filler,35,D,upper-bound non-elliptical,NA,NA,NA,,,Some people's handwriting is so bad that they can't read it themselves.
7,5,80,American English,filler,13,D,lower-bound elliptical,NA,NA,NA,,,A proof that God exists doesn't.
7,1,80,American English,experimental,7,D,[P ← A],passive,active,TRUE,Before her sisters were,Susan’s bank offered her a loan,Before her sisters were%2C Susan’s bank offered her a loan.
7,2,80,American English,filler,43,D,lower-bound non-elliptical,NA,NA,NA,,,Who did the press secretary ask a question before we interviewed?
7,4,80,American English,filler,7,D,upper-bound elliptical,NA,NA,NA,,,Your son was worried that you'll be angry so I told him you won't.
7,1,80,American English,experimental,18,D,[A ← P],active,passive,TRUE,After the buyer did already,the table was criticized by the seller,After the buyer did already%2C the table was criticized by the seller.
7,1,80,American English,filler,28,D,upper-bound non-elliptical,NA,NA,NA,,,Sometimes Susan has a hard time keeping up in class.
7,5,80,American English,filler,34,D,upper-bound non-elliptical,NA,NA,NA,,,Environmentally aware citizens recycle plastic bags.
7,1,80,American English,experimental,8,D,[A ← A],active,active,FALSE,Before the lawyer did,the policeman’s question surprised the witness,Before the lawyer did%2C the policeman’s question surprised the witness.
7,1,80,American English,filler,47,D,lower-bound non-elliptical,NA,NA,NA,,,Don't do what he who doesn't hasn't yet been done.
7,5,80,American English,filler,6,D,upper-bound elliptical,NA,NA,NA,,,This is fascinating%2C it really is.
7,5,80,American English,experimental,9,D,[P ← P],passive,passive,FALSE,Before the metal workers were,the autoworkers were exploited by the local business,Before the metal workers were%2C the autoworkers were exploited by the local business.
7,2,80,American English,filler,9,D,upper-bound elliptical,NA,NA,NA,,,Bob's always wanted to travel to Bolivia and now he finally did.
7,1,80,American English,filler,45,D,lower-bound non-elliptical,NA,NA,NA,,,The mechanic didn't know what the attempt to repair ultimately damaged the car.
7,4,80,American English,experimental,10,D,[A ← P],active,passive,TRUE,Before the TV networks did,the Mayor was interviewed by the newspapers,Before the TV networks did%2C the Mayor was interviewed by the newspapers.
7,1,80,American English,filler,39,D,lower-bound non-elliptical,NA,NA,NA,,,Most photographers forget whose they took picture within a day.
7,1,80,American English,filler,48,D,lower-bound non-elliptical,NA,NA,NA,,,The author wasn't sure who she heard who ran into.
7,2,80,American English,experimental,22,D,[A ← P],active,passive,TRUE,After Sandra did already,the secret recipe was revealed by Kate,After Sandra did already%2C the secret recipe was revealed by Kate.
7,1,80,American English,filler,32,D,upper-bound non-elliptical,NA,NA,NA,,,The cellist made a mistake in her favorite piece.
7,5,80,American English,filler,26,D,upper-bound non-elliptical,NA,NA,NA,,,Since you're not answering my question%2C I will assume that you don't know the answer.
7,3,80,American English,experimental,11,D,[P ← A],passive,active,TRUE,Before the witness was,the police questioned the suspect,Before the witness was%2C the police questioned the suspect.
7,1,80,American English,filler,21,D,lower-bound elliptical,NA,NA,NA,,,Betsy did after Peter went to the store.
7,1,80,American English,filler,38,D,lower-bound non-elliptical,NA,NA,NA,,,Whose didn't you get email?
7,4,80,American English,experimental,17,D,[P ← P],passive,passive,FALSE,After the lead singer herself was earlier,the guitarist was booed by the audience,After the lead singer herself was earlier%2C the guitarist was booed by the audience.
7,5,80,American English,filler,36,D,upper-bound non-elliptical,NA,NA,NA,,,You enjoy Action TV shows while I prefer documentaries.
7,1,80,American English,filler,44,D,lower-bound non-elliptical,NA,NA,NA,,,The man wondered whether is worth reading what for him.
7,4,80,American English,experimental,5,D,[P ← P],passive,passive,FALSE,Before the Teaching Assistant was,the student was praised by the old schoolmaster,Before the Teaching Assistant was%2C the student was praised by the old schoolmaster.
7,5,80,American English,filler,33,D,upper-bound non-elliptical,NA,NA,NA,,,Most readers didn't expect the final plot twist.
7,1,80,American English,filler,42,D,lower-bound non-elliptical,NA,NA,NA,,,Claire isn't as fast anymore as the reporter remembers who was five years ago.
7,2,80,American English,experimental,13,D,[P ← P],passive,passive,FALSE,After Jill was already,the new girl was pushed again by Bill,After Jill was already%2C the new girl was pushed again by Bill.
7,4,80,American English,filler,2,D,upper-bound elliptical,NA,NA,NA,,,The thief was arrested and his brother was as well.
7,4,80,American English,filler,5,D,upper-bound elliptical,NA,NA,NA,,,The lawyer became angry and he shouldn't have.
7,4,80,American English,experimental,2,D,[A ← P],active,passive,TRUE,Before the lawyer did,the report was first read by the judge,Before the lawyer did%2C the report was first read by the judge.
7,5,80,American English,filler,27,D,upper-bound non-elliptical,NA,NA,NA,,,Stop me when my time is up!
7,2,80,American English,filler,24,D,lower-bound elliptical,NA,NA,NA,,,Hailey melted the copper vase%2C and the magnesium one did%2C too.
7,4,80,American English,experimental,1,D,[P ← P],passive,passive,FALSE,Before her sister was,Mary was scolded by her father,Before her sister was%2C Mary was scolded by her father.
7,4,80,American English,filler,3,D,upper-bound elliptical,NA,NA,NA,,,I wish I knew where the remote control is%2C but I don't.
7,2,80,American English,filler,14,D,lower-bound elliptical,NA,NA,NA,,,Even in areas where tap water is potable%2C one shouldn't.
7,5,80,American English,experimental,4,D,[A ← A],active,active,FALSE,Before the announcer did,the talk-show host hugged the winner,Before the announcer did%2C the talk-show host hugged the winner.
7,3,80,American English,filler,20,D,lower-bound elliptical,NA,NA,NA,,,Does he understand why and who didn't?
7,5,80,American English,filler,29,D,upper-bound non-elliptical,NA,NA,NA,,,Good coaches know which players play well under pressure.
7,3,80,American English,experimental,3,D,[P ← A],passive,active,TRUE,Before the policeman was,the Mayor first praised the fireman,Before the policeman was%2C the Mayor first praised the fireman.
7,5,80,American English,filler,31,D,upper-bound non-elliptical,NA,NA,NA,,,The soccer player was happy with his performance.
7,1,80,American English,filler,40,D,lower-bound non-elliptical,NA,NA,NA,,,What did you meet a janitor that hates?
7,2,80,American English,experimental,19,D,[P ← A],passive,active,TRUE,After the appetizer was already,the customer praised the dessert,After the appetizer was already%2C the customer praised the dessert.
7,5,80,American English,filler,8,D,upper-bound elliptical,NA,NA,NA,,,Somebody else should take out the garbage because I can't today.
7,5,80,American English,filler,12,D,upper-bound elliptical,NA,NA,NA,,,Mr. Jones lost his wallet and he has no idea where.
7,4,80,American English,experimental,12,D,[A ← A],active,active,FALSE,Before the insurance company did,the child’s parents blamed the doctor,Before the insurance company did%2C the child’s parents blamed the doctor.
7,1,80,American English,filler,19,D,lower-bound elliptical,NA,NA,NA,,,I know why it happened but it wasn't.
7,1,80,American English,filler,18,D,lower-bound elliptical,NA,NA,NA,,,Kevin's diaper may be wet%2C but he won't.
7,1,80,American English,experimental,23,D,[P ← A],passive,active,TRUE,After the records office was previously,the department head called the library,After the records office was previously%2C the department head called the library.
7,5,80,American English,filler,4,D,upper-bound elliptical,NA,NA,NA,,,Some guests brought drinks to the party although they didn't have to.
7,1,80,American English,filler,22,D,lower-bound elliptical,NA,NA,NA,,,That Harry is a fool bothers Dick%2C and that Bill is a fool Sam.
7,4,80,American English,experimental,16,D,[A ← A],active,active,FALSE,After the Germans did previously,the Cubans beat the volleyball team,After the Germans did previously%2C the Cubans beat the volleyball team.
7,5,80,American English,filler,11,D,upper-bound elliptical,NA,NA,NA,,,John knew he would fall asleep eventually%2C but he didn't know when.
7,1,80,American English,filler,46,D,lower-bound non-elliptical,NA,NA,NA,,,What do you wish that to buy would be no problem?
7,4,80,American English,experimental,24,D,[A ← A],active,active,FALSE,After the professor did already,Tom criticized the local writers,After the professor did already%2C Tom criticized the local writers.
7,5,80,American English,filler,1,D,upper-bound elliptical,NA,NA,NA,,,The reporter claimed that the decision wasn't made by the president%2C even though it most definitely was.
7,5,80,American English,filler,10,D,upper-bound elliptical,NA,NA,NA,,,If you really want to%2C we can get some ice cream on the way.
7,4,80,American English,experimental,20,D,[A ← A],active,active,FALSE,After Sally did previously,Jill photographed the house,After Sally did previously%2C Jill photographed the house.
7,5,80,American English,filler,30,D,upper-bound non-elliptical,NA,NA,NA,,,The older daughter taught her younger sister how to cook.
1,2,72,American English,filler,24,D,lower-bound elliptical,NA,NA,NA,,,Hailey melted the copper vase%2C and the magnesium one did%2C too.
1,5,72,American English,filler,30,D,upper-bound non-elliptical,NA,NA,NA,,,The older daughter taught her younger sister how to cook.
1,4,72,American English,experimental,1,D,[P ← P],passive,passive,FALSE,Before her sister was,Mary was scolded by her father,Before her sister was%2C Mary was scolded by her father.
1,2,72,American English,filler,23,D,lower-bound elliptical,NA,NA,NA,,,Joe was murdered%2C but we don't know who.
1,5,72,American English,filler,10,D,upper-bound elliptical,NA,NA,NA,,,If you really want to%2C we can get some ice cream on the way.
1,1,72,American English,experimental,3,D,[P ← A],passive,active,TRUE,Before the policeman was,the Mayor first praised the fireman,Before the policeman was%2C the Mayor first praised the fireman.
1,5,72,American English,filler,1,D,upper-bound elliptical,NA,NA,NA,,,The reporter claimed that the decision wasn't made by the president%2C even though it most definitely was.
1,5,72,American English,filler,31,D,upper-bound non-elliptical,NA,NA,NA,,,The soccer player was happy with his performance.
1,1,72,American English,experimental,23,D,[P ← A],passive,active,TRUE,After the records office was previously,the department head called the library,After the records office was previously%2C the department head called the library.
1,2,72,American English,filler,13,D,lower-bound elliptical,NA,NA,NA,,,A proof that God exists doesn't.
1,1,72,American English,filler,37,D,lower-bound non-elliptical,NA,NA,NA,,,If it hasn't dark%2C it is easier to saw pedestrians.
1,2,72,American English,experimental,9,D,[P ← P],passive,passive,FALSE,Before the metal workers were,the autoworkers were exploited by the local business,Before the metal workers were%2C the autoworkers were exploited by the local business.
1,1,72,American English,filler,41,D,lower-bound non-elliptical,NA,NA,NA,,,The police found the painting that the journalist claimed who stole.
1,5,72,American English,filler,29,D,upper-bound non-elliptical,NA,NA,NA,,,Good coaches know which players play well under pressure.
1,1,72,American English,experimental,17,D,[P ← P],passive,passive,FALSE,After the lead singer herself was earlier,the guitarist was booed by the audience,After the lead singer herself was earlier%2C the guitarist was booed by the audience.
1,4,72,American English,filler,9,D,upper-bound elliptical,NA,NA,NA,,,Bob's always wanted to travel to Bolivia and now he finally did.
1,5,72,American English,filler,28,D,upper-bound non-elliptical,NA,NA,NA,,,Sometimes Susan has a hard time keeping up in class.
1,1,72,American English,experimental,6,D,[A ← P],active,passive,TRUE,Before her French aunt did,Mary was given French classes by her French grandmother,Before her French aunt did%2C Mary was given French classes by her French grandmother.
1,2,72,American English,filler,17,D,lower-bound elliptical,NA,NA,NA,,,Most people can't lift heavy rocks%2C but I know a guy who can and bend a crowbar%2C too.
1,1,72,American English,filler,44,D,lower-bound non-elliptical,NA,NA,NA,,,The man wondered whether is worth reading what for him.
1,1,72,American English,experimental,7,D,[P ← A],passive,active,TRUE,Before her sisters were,Susan’s bank offered her a loan,Before her sisters were%2C Susan’s bank offered her a loan.
1,4,72,American English,filler,7,D,upper-bound elliptical,NA,NA,NA,,,Your son was worried that you'll be angry so I told him you won't.
1,1,72,American English,filler,14,D,lower-bound elliptical,NA,NA,NA,,,Even in areas where tap water is potable%2C one shouldn't.
1,1,72,American English,experimental,21,D,[P ← P],passive,passive,FALSE,After the 200 meter one was previously,the 400 meter record was broken by Phelps,After the 200 meter one was previously%2C the 400 meter record was broken by Phelps.
1,5,72,American English,filler,32,D,upper-bound non-elliptical,NA,NA,NA,,,The cellist made a mistake in her favorite piece.
1,5,72,American English,filler,33,D,upper-bound non-elliptical,NA,NA,NA,,,Most readers didn't expect the final plot twist.
1,1,72,American English,experimental,18,D,[A ← P],active,passive,TRUE,After the buyer did already,the table was criticized by the seller,After the buyer did already%2C the table was criticized by the seller.
1,5,72,American English,filler,26,D,upper-bound non-elliptical,NA,NA,NA,,,Since you're not answering my question%2C I will assume that you don't know the answer.
